frame,sample_id,timestamp_s,gt_state,ego_speed_kph,tcp_speed_0_0p6_kph,tcp_speed_0p6_1p0_kph,tcp_speed_1p0_1p6_kph,tcp_speed_1p6_2p0_kph,filtered_mpc_entry_speed_kph,ade_m,fde_2s_m,gt_accel,pred_accel,gt_steer,pred_steer
92,92,48.089472037,STOP,6.435020350181731e-06,0.060308516,0.097036526,0.005260101,0.0030243597,0.05086330868206125,0.0029657590202987194,0.00021484569879248738,-1.0,-0.99321586,-0.0,0.00091159344
93,93,48.589472037,STOP,3.249152575790504e-06,0.060810104,0.10099078,0.008897587,0.009846602,0.05434468704771108,0.003107026917859912,0.00030555701232515275,-1.0,-0.9924428,-0.0,0.00046789646
94,94,49.089472037,STOP,1.6180289492240263e-06,0.040855605,0.06378726,0.0022961306,0.0043362086,0.049623508515727714,0.00212879735045135,0.0004164838755968958,-1.0,-0.9930835,-0.0,0.0009166002
95,95,49.589472037,STOP,3.3886550909301152e-06,0.04568151,0.07375405,0.008199465,0.007793956,0.04824380894705845,0.002361530903726816,0.0002593994140625,-1.0,-0.99327743,-0.0,0.000910759
96,96,50.089472037,STOP,3.786518720971799e-06,0.057315588,0.09741669,0.013933471,0.007861417,0.05141893161469077,0.0030696638859808445,0.00023688010696787387,-1.0,-0.9935023,-0.0,0.0009057522
97,97,50.589472037,STOP,2.5915069770121594e-07,0.04968918,0.08447035,0.007483841,0.0027773094,0.050813519473241704,0.002719214651733637,0.0006196270696818829,-1.0,-0.9933319,-0.0,0.00091159344
98,98,51.089472037,STOP,1.8143566249406718e-08,0.05207322,0.0851797,0.012373175,0.0076769306,0.05125441601871302,0.002767592202872038,0.00029311177786439657,-1.0,-0.99324185,-0.0,0.00091159344
99,99,51.589472037,STOP,3.773232810999616e-06,0.06454286,0.102529034,0.0061449544,0.0055290954,0.05590537160038205,0.0031859457958489656,0.0005887994775548577,-1.0,-0.99401426,-0.0,0.0008865595
100,100,52.089472037,STOP,2.5942802722056514e-06,0.044514306,0.078715734,0.009751548,0.004998855,0.05191849873199576,0.0025903540663421154,0.0006786731537431479,-1.0,-0.9933199,-0.0,0.0009082556
101,101,52.589472037,STOP,5.541503000472403e-07,0.038167387,0.06632885,0.006888392,0.0046712086,0.04710561010343267,0.002106480998918414,0.0002739154442679137,-1.0,-0.9928577,-0.0,0.0004606247
102,102,53.089472037,STOP,2.875550319458853e-06,0.05459407,0.08768967,0.007165135,0.0060999477,0.04972657149053198,0.002864229027181864,0.000532966572791338,-1.0,-0.99266154,-0.0,0.00046658516
103,103,53.589472037,STOP,5.2080515388297504e-06,0.0417373,0.072212294,0.009130062,0.0075979116,0.04693032691514272,0.002417396754026413,0.000560280226636678,-1.0,-0.9923676,-0.0,0.00093722343
104,104,54.089472037,STOP,1.5158780342972024e-06,0.0432537,0.07471502,0.0070352773,0.0031704886,0.04564350803830481,0.00231008674018085,0.00038909912109375,-1.0,-0.99312156,-0.0,0.00045728683
105,105,54.589472037,STOP,1.963164555718322e-06,0.03474628,0.06049733,0.008910767,0.009077235,0.0418294785950568,0.0022268379107117653,0.000608058413490653,-1.0,-0.99339795,-0.0,0.0004556179
106,106,55.089472037,STOP,2.1311192938355817e-06,0.0452553,0.0739646,0.0042480864,0.0009212316,0.04302851609732621,0.0023131947964429855,0.0004945001564919949,-1.0,-0.9923623,-0.0,0.0009416342
107,107,55.589472037,STOP,5.405410979619774e-06,0.031418063,0.060539864,0.007910177,0.00762764,0.03896485833724185,0.0020630585495382547,0.000386321684345603,-1.0,-0.9920476,-0.0,0.00094878674
108,108,56.089472037,STOP,4.75993301733979e-06,0.060500562,0.09525309,0.009640899,0.00447322,0.046502355207601175,0.0029712410178035498,0.0001832643465604633,-1.0,-0.9921483,-0.0,0.0004709959
109,109,56.589472037,STOP,8.876852149342086e-07,0.053465933,0.08641417,0.006841997,0.0012661119,0.048939607819159174,0.002670481102541089,0.0004998272634111345,-1.0,-0.99238753,-0.0,0.00046885014
110,110,57.089472037,STOP,4.382731412988506e-06,0.0594259,0.09773145,0.01105819,0.0032642756,0.05260981117154715,0.003110112389549613,0.0004590334719978273,-1.0,-0.99186796,-0.0,0.00047683716
111,111,57.589472037,STOP,4.339038594025624e-06,0.056647174,0.09563886,0.011951402,0.0024757357,0.05402288844339661,0.00298096751794219,0.00035622002906166017,-1.0,-0.99306434,-0.0,0.00091826916
112,112,58.089472037,STOP,7.60353137252423e-07,0.040484633,0.07166885,0.007158112,0.0035942467,0.04928450005475877,0.0023956289514899254,0.0005922002601437271,-1.0,-0.99353683,-0.0,0.0008993149
113,113,58.589472037,STOP,4.3081018816337744e-06,0.052524544,0.083527856,0.008793353,0.00447322,0.05041851606166093,0.002644555876031518,0.00027980224695056677,-1.0,-0.9928069,-0.0,0.00092852116
114,114,59.089472037,STOP,1.5235735361329717e-06,0.053562414,0.09096641,0.009753266,0.0055290954,0.051518881218157446,0.0028169890865683556,0.00032619564444758,-1.0,-0.9929917,-0.0,0.0009199381
115,115,59.589472037,STOP,6.430503745491479e-07,0.05039668,0.081585646,0.0056622233,0.0022186197,0.05112611160451119,0.0026424238458275795,0.0006042653694748878,-1.0,-0.99233174,-0.0,0.0009390116
116,116,60.089472037,STOP,5.041941597028199e-06,0.037148867,0.062172525,0.00484538,0.0046712086,0.046234075793406014,0.0021579202730208635,0.000762367038987577,-1.0,-0.9926713,-0.0,0.00046408176
117,117,60.589472037,STOP,2.4967873912373764e-06,0.05449818,0.094762355,0.008221924,0.005103398,0.04912651304871581,0.04419708251953125,0.16555742919445038,-1.0,-0.99255675,-0.0,0.0009276867
118,118,61.089472037,STOP,2.415109111097991e-06,0.0525322,0.08660166,0.006888392,0.008656093,0.05031850353162469,0.4598350524902344,1.4914056062698364,-1.0,-0.9918006,-0.0,0.0009588003
119,119,61.589472037,STOP,2.4168115189127096e-07,1.1122243,5.7089496,12.865982,19.023611,0.42198553810450073,0.7873892784118652,1.2978057861328125,-1.0,-0.67407656,-0.0,-0.010430574
120,120,62.089472037,DRIVE,0.0027309667551890016,1.0765393,5.7926507,12.786801,18.832642,0.6510793721125148,0.6991720199584961,0.7178589105606079,0.0,-0.6375892,-0.0,-0.011212766
121,121,62.589472037,DRIVE,4.987439775466919,10.71871,17.015831,20.126047,21.669838,4.174750006103482,0.6467812061309814,1.471983551979065,1.0,0.93629825,-0.0,-0.030884802
122,122,63.089472037,DRIVE,14.684678506851197,17.340595,17.280727,17.822111,18.635475,8.782795906600931,0.45963793992996216,0.4897143244743347,1.0,0.4025116,-0.0,-0.039876103
123,123,63.589472037,DRIVE,15.320746994018554,15.208827,13.679597,14.429376,16.231537,11.031906862606034,0.8324306011199951,1.5311692953109741,0.0,0.03155029,-1.0,-0.27331555
124,124,64.089472037,AVOID,13.928141069412233,13.661768,14.142903,15.949117,17.68266,11.952358446823684,1.4628269672393799,2.0636539459228516,1.0,0.0314368,-0.0,-0.030338228
125,125,64.589472037,AVOID,18.37539596557617,16.040833,16.966253,20.661583,23.741508,13.383324238756927,0.6404764652252197,0.16280174255371094,0.0,-0.02232045,-0.0,-0.7424577
126,126,65.089472037,AVOID,20.6859121799469,18.015955,18.855152,20.898485,22.935163,15.004745328937728,0.6048347353935242,1.2012231349945068,0.0,0.020890832,-1.0,-0.79340214
127,127,65.589472037,AVOID,20.55561218261719,22.03059,24.185596,22.128586,20.48619,17.463791050647295,1.4483834505081177,2.484818458557129,1.0,0.5115521,-1.0,-0.040863633
128,128,66.089472037,AVOID,18.48197708129883,20.811432,21.744383,18.463116,15.292534,18.635465476103114,0.7081142067909241,0.8536115288734436,0.0,0.5415518,-1.0,0.0110116005
129,129,66.589472037,AVOID,21.800761413574218,20.279589,15.93851,13.708053,14.822029,19.21090880450792,0.9019491672515869,1.1206872463226318,0.0,0.0879606,-0.0,0.44761014
130,130,67.089472037,AVOID,23.203524112701416,20.037294,15.949295,14.048547,16.095919,19.50014375866623,0.556022047996521,0.9248991012573242,0.0,0.0050889254,1.0,0.8727983
131,131,67.589472037,AVOID,17.26326584815979,13.643969,12.595294,13.279579,16.180471,17.450482580401115,1.139636754989624,1.9444830417633057,0.0,0.027978182,1.0,0.772933
132,132,68.089472037,AVOID,12.518688726425172,12.365697,16.328852,20.075697,24.28318,15.670807561347337,0.6365892887115479,0.9997159838676453,0.0,0.03916526,1.0,0.82002985
133,133,68.589472037,AVOID,17.745566511154177,19.799223,23.48883,24.96161,24.862389,17.11575334657743,0.930488109588623,1.1226752996444702,0.0,0.8804445,1.0,0.29665744
