frame,sample_id,timestamp_s,gt_state,ego_speed_kph,tcp_speed_0_0p6_kph,tcp_speed_0p6_1p0_kph,tcp_speed_1p0_1p6_kph,tcp_speed_1p6_2p0_kph,filtered_mpc_entry_speed_kph,ade_m,fde_2s_m,gt_accel,pred_accel,gt_steer,pred_steer
107,107,55.580551679,DRIVE,27.403909778594972,25.594622,22.962988,20.975618,21.090967,29.375669242857526,0.15616685152053833,0.14173449575901031,-0.055195827,-0.082727134,0.42951757,0.44631553
108,108,56.080551679,DRIVE,25.039633083343507,23.454227,21.42216,19.575027,19.743294,27.303164748000214,0.11593914031982422,0.21578311920166016,0.0,-0.009277701,0.47008282,0.71376824
109,109,56.580551679,DRIVE,22.772600841522216,20.880754,19.457012,20.012375,21.032373,25.055321084231757,0.1731746345758438,0.40618377923965454,-0.05981939,0.00018906593,0.5322078,0.668458
110,110,57.080551679,DRIVE,19.514845991134646,19.000856,20.368328,23.283613,27.093042,22.936258377831088,0.22984927892684937,0.3624778091907501,-0.022356037,0.12332904,0.4821948,0.70108354
111,111,57.580551679,DRIVE,18.673005294799804,19.666355,22.693655,26.329287,29.754251,21.79179270946045,0.15293899178504944,0.2865324020385742,0.17367966,0.32332444,0.28550225,0.32892346
112,112,58.080551679,DRIVE,21.019338655471802,22.429827,25.985422,28.822924,29.645817,22.015105152964477,0.212837815284729,0.21899649500846863,0.48371297,0.56128514,0.077328384,0.0053077936
113,113,58.580551679,DRIVE,23.869228649139405,26.344599,29.039333,31.40253,32.47989,23.53042785221927,0.49524328112602234,1.0526080131530762,0.72623676,0.62702155,0.014615761,-0.01839614
114,114,59.080551679,DRIVE,27.183524894714356,28.828756,30.596624,32.30086,32.92026,25.384842953796042,0.5405597686767578,0.8385355472564697,0.63780236,0.6705754,0.0095216585,0.0065062046
115,115,59.580551679,DRIVE,29.795835971832275,31.411484,32.467045,34.048492,35.10333,27.494167504623192,0.963761568069458,1.0723862648010254,0.53523505,0.4936694,0.04855243,0.084780335
116,116,60.080551679,DRIVE,31.404247283935547,32.159874,33.187378,34.720257,36.09415,29.127165699446724,0.29915592074394226,0.13329719007015228,0.43413448,0.34598553,0.09280588,0.24645483
117,117,60.580551679,DRIVE,33.0657096862793,34.337536,35.70705,36.8974,38.05539,30.95079498796557,0.1238006055355072,0.08801214396953583,0.44436854,0.2871796,0.101543024,0.08570981
118,118,61.080551679,DRIVE,34.9016770362854,36.02175,37.123356,37.79959,38.953,32.72563026756824,0.1438167840242386,0.18320269882678986,0.40900096,0.3237245,0.07770283,0.070964694
119,119,61.580551679,DRIVE,36.64721059799194,37.384876,38.55076,39.107452,40.410156,34.35636702941863,0.14193469285964966,0.14372386038303375,0.3363466,0.27552652,0.072362155,0.038306236
120,120,62.080551679,DRIVE,37.809962368011476,38.462868,39.680313,40.415276,41.82615,35.79364200997904,0.11199941486120224,0.1915017068386078,0.22471763,0.26949692,0.06404625,0.041123986
121,121,62.580551679,DRIVE,38.49419860839844,39.03751,40.062977,40.456852,41.804646,36.928995911375296,0.0742301344871521,0.04326321557164192,0.28791216,0.20920324,0.06782752,0.09002292
122,122,63.080551679,DRIVE,39.698573970794676,39.77488,40.69606,40.962612,42.39098,37.92505595292861,0.2432118058204651,0.2964669167995453,0.2546876,0.1755743,0.087387085,0.20388746
123,123,63.580551679,DRIVE,40.4632327079773,40.570595,41.37873,41.33943,42.727226,38.85099427803397,0.17792844772338867,0.10826383531093597,0.15346213,0.19448733,0.065713026,0.117044926
124,124,64.080551679,DRIVE,40.763906192779544,40.568363,41.20682,40.911,41.72246,39.452073130087314,0.22840701043605804,0.4054258465766907,0.07896487,0.1483916,0.07933249,0.088386774
125,125,64.580551679,DRIVE,41.403990268707275,41.48417,42.396538,42.194553,43.290253,40.163306686778434,0.05494711920619011,0.046891238540410995,0.20479064,0.15221608,0.07280397,0.04954338
126,126,65.080551679,DRIVE,41.903712844848634,42.445007,43.35765,43.123188,44.488216,40.961902577454566,0.12682436406612396,0.15108154714107513,0.13098387,0.19253731,0.08660491,0.044239163
127,127,65.580551679,DRIVE,42.43193979263306,43.703094,44.341557,44.25156,45.350914,41.921319877707525,0.35180357098579407,0.5352768898010254,0.20500022,0.23887432,0.05601564,0.019426942
128,128,66.080551679,DRIVE,43.12057142257691,43.178364,43.730206,43.43273,44.12719,42.36128525052698,0.13621991872787476,0.17346076667308807,0.18575075,0.2512591,0.024480658,0.053264976
129,129,66.580551679,DRIVE,43.7372314453125,43.461666,43.772404,43.05428,44.07154,42.74641881738355,0.2192830741405487,0.45368048548698425,0.16747376,0.09584141,0.064243816,0.40622485
130,130,67.080551679,DRIVE,44.110692787170414,43.615036,44.505898,44.418865,45.462147,43.05043483505908,0.23219415545463562,0.43133965134620667,0.096294634,0.18306458,0.09724616,0.19108963
131,131,67.580551679,DRIVE,44.05574398040772,44.68681,45.18376,44.72518,44.83164,43.62316638225983,0.09875772893428802,0.12696465849876404,0.12119327,0.13403535,0.083065934,0.006501198
132,132,68.080551679,DRIVE,44.573241233825684,45.547897,45.709366,44.354874,43.06149,44.29682261761562,0.23347234725952148,0.16633126139640808,0.14869204,0.17131197,0.013237338,-0.03747064
133,133,68.580551679,DRIVE,45.06513862609864,45.507168,44.465984,43.207645,42.842648,44.72044423819331,0.10591752082109451,0.08936544507741928,0.11183748,0.07798982,-0.055322073,-0.113505065
